dataset,norm_mode,algorithm,run,seed,gamma,acc,nmi,ari,runtime_s
Digits,row_center,fdkm,4,45,1000000.0,77.5181,75.5159,65.7072,0.1908
Digits,row_center,fdkm,5,46,1000000.0,77.7407,75.6445,66.2000,0.2632
Digits,row_center,ifdkm,1,42,1000000.0,79.4101,74.3350,66.8226,0.7220
Digits,row_center,ifdkm,2,43,1000000.0,79.4101,74.3739,66.9092,0.4861
Digits,row_center,ifdkm,3,44,1000000.0,79.4658,74.5590,66.9310,0.6237
Digits,row_center,ifdkm,4,45,1000000.0,68.6700,71.8712,57.7536,0.7029
Digits,row_center,ifdkm,5,46,1000000.0,77.1285,75.0950,65.2017,0.5214
Digits,row_center,ifdfd,1,42,1000000.0,79.4101,74.5004,66.9372,0.5898
Digits,row_center,ifdfd,2,43,1000000.0,79.3545,74.4906,66.8373,0.6425
Digits,row_center,ifdfd,3,44,1000000.0,79.5771,74.8030,67.2397,0.7811
Digits,row_center,ifdfd,4,45,1000000.0,68.6144,71.9425,57.6601,0.8281
Digits,row_center,ifdfd,5,46,1000000.0,77.4624,75.7262,65.6163,0.5675
Digits,double_center,kmeans,1,42,,83.1386,74.6893,68.0132,0.0713
Digits,double_center,kmeans,2,43,,79.2432,74.1706,66.6155,0.0782
Digits,double_center,kmeans,3,44,,70.6177,72.5629,61.2083,0.0887
Digits,double_center,kmeans,4,45,,79.2988,74.2366,66.7282,0.0765
Digits,double_center,kmeans,5,46,,70.6733,72.6410,62.3714,0.0730
Digits,double_center,diskmeans,1,42,1000000.0,79.4658,74.5776,67.1013,0.1861
Digits,double_center,diskmeans,2,43,1000000.0,79.5214,74.5415,66.9536,0.0794
Digits,double_center,diskmeans,3,44,1000000.0,68.1135,71.0198,56.7762,0.1820
Digits,double_center,diskmeans,4,45,1000000.0,68.2805,71.3657,57.4857,0.1420
Digits,double_center,diskmeans,5,46,1000000.0,70.6733,73.2928,61.5038,0.3256
Digits,double_center,fdkm,1,42,1000000.0,79.0762,73.7869,66.1470,0.2972
Digits,double_center,fdkm,2,43,1000000.0,79.2988,74.0409,66.5190,0.2259
Digits,double_center,fdkm,3,44,1000000.0,68.6144,71.6862,58.0632,0.1618
Digits,double_center,fdkm,4,45,1000000.0,79.2988,74.0409,66.5190,0.3839
Digits,double_center,fdkm,5,46,1000000.0,79.2988,74.0409,66.5190,0.1557
Digits,double_center,ifdkm,1,42,1000000.0,79.4658,74.5776,67.1013,0.6754
Digits,double_center,ifdkm,2,43,1000000.0,79.5771,74.4985,67.0544,0.6558
Digits,double_center,ifdkm,3,44,1000000.0,76.2382,74.8878,65.1354,0.6446
Digits,double_center,ifdkm,4,45,1000000.0,68.3361,71.3386,57.4509,0.4954
Digits,double_center,ifdkm,5,46,1000000.0,70.7290,73.0021,61.2987,0.4939
Digits,double_center,ifdfd,1,42,1000000.0,79.4658,74.2471,66.8419,0.6517
Digits,double_center,ifdfd,2,43,1000000.0,79.2432,74.1149,66.4059,0.6708
Digits,double_center,ifdfd,3,44,1000000.0,76.3495,74.9136,65.2300,0.7696
Digits,double_center,ifdfd,4,45,1000000.0,68.2805,71.2417,57.2897,0.7640
Digits,double_center,ifdfd,5,46,1000000.0,70.5620,73.0244,61.1949,0.6353
Digits,False,kmeans,1,42,,86.1436,77.4997,72.5814,0.0884
Digits,False,kmeans,2,43,,79.5214,74.3388,67.0704,0.0789
Digits,False,kmeans,3,44,,70.1725,69.0627,57.0966,0.0804
Digits,False,kmeans,4,45,,79.1875,74.1309,66.4524,0.1006
Digits,False,kmeans,5,46,,76.9616,74.5412,65.0483,0.0745
Digits,False,diskmeans,1,42,1000000.0,79.4101,74.3373,66.9325,0.2294
Digits,False,diskmeans,2,43,1000000.0,79.4101,74.4961,66.9259,0.1512
Digits,False,diskmeans,3,44,1000000.0,68.0022,70.8290,56.4675,0.2789
Digits,False,diskmeans,4,45,1000000.0,68.1692,71.3179,57.3551,0.2166
Digits,False,diskmeans,5,46,1000000.0,79.0762,73.7616,66.2218,0.2143
Digits,False,fdkm,1,42,1000000.0,79.2432,74.3269,66.6063,0.2444
Digits,False,fdkm,2,43,1000000.0,79.6327,74.8192,67.2749,0.1998
Digits,False,fdkm,3,44,1000000.0,79.2432,74.3269,66.6063,0.2140
Digits,False,fdkm,4,45,1000000.0,77.9633,75.9711,66.5886,0.1873
Digits,False,fdkm,5,46,1000000.0,79.1875,74.2156,66.5121,0.1430
Digits,False,ifdkm,1,42,1000000.0,79.4658,74.3528,66.8603,0.7106
Digits,False,ifdkm,2,43,1000000.0,79.4658,74.4674,67.0293,0.4442
Digits,False,ifdkm,3,44,1000000.0,79.6884,75.0436,67.4297,0.6576
Digits,False,ifdkm,4,45,1000000.0,68.6144,71.8471,57.7650,0.6556
Digits,False,ifdkm,5,46,1000000.0,70.3951,73.1322,61.3661,1.3140
Digits,False,ifdfd,1,42,1000000.0,79.4658,74.5166,66.9725,0.7696
Digits,False,ifdfd,2,43,1000000.0,79.4101,74.5398,66.8993,0.6597
Digits,False,ifdfd,3,44,1000000.0,79.6327,74.8192,67.2749,0.8068
Digits,False,ifdfd,4,45,1000000.0,68.6144,71.9425,57.6601,0.5886
Digits,False,ifdfd,5,46,1000000.0,70.4508,73.1270,61.4027,1.5152
image+segmentation,center,kmeans,1,42,,46.8571,50.8298,31.4251,0.0698
image+segmentation,center,kmeans,2,43,,51.3810,52.1577,36.8053,0.0657
image+segmentation,center,kmeans,3,44,,44.1429,39.8766,26.0293,0.0742
image+segmentation,center,kmeans,4,45,,50.0952,45.1559,32.2899,0.0699
image+segmentation,center,kmeans,5,46,,52.9524,49.6919,32.4769,0.0694
image+segmentation,center,diskmeans,1,42,100.0,67.2381,68.4668,57.2109,0.1510
image+segmentation,center,diskmeans,2,43,100.0,74.0000,69.1794,60.2755,0.2686
image+segmentation,center,diskmeans,3,44,100.0,62.9048,67.5673,54.3025,0.2250
image+segmentation,center,diskmeans,4,45,100.0,68.2857,70.9154,59.4549,0.1837
image+segmentation,center,diskmeans,5,46,100.0,62.6667,65.5766,51.9415,0.2547
image+segmentation,center,fdkm,1,42,1.0,70.8095,70.6226,58.9543,0.3199
image+segmentation,center,fdkm,2,43,1.0,78.1905,75.2257,67.3412,0.2753
image+segmentation,center,fdkm,3,44,1.0,63.0000,67.8808,54.5755,0.1820
image+segmentation,center,fdkm,4,45,1.0,75.6190,71.2307,63.1313,0.1749
image+segmentation,center,fdkm,5,46,1.0,71.9048,73.0006,61.6246,0.2081
image+segmentation,center,ifdkm,1,42,100.0,67.1905,68.4040,57.1563,0.2613
image+segmentation,center,ifdkm,2,43,100.0,74.0000,69.1794,60.2755,0.3268
image+segmentation,center,ifdkm,3,44,100.0,62.9048,67.5409,54.2652,0.3396
image+segmentation,center,ifdkm,4,45,100.0,68.6667,71.4316,59.9646,0.2594
image+segmentation,center,ifdkm,5,46,100.0,62.6667,65.7431,51.9365,0.4493
image+segmentation,center,ifdfd,1,42,100.0,67.1905,68.4129,57.1605,0.3300
image+segmentation,center,ifdfd,2,43,100.0,73.7619,69.8488,60.7595,0.6060
image+segmentation,center,ifdfd,3,44,100.0,62.8571,67.5014,54.2077,0.3747
image+segmentation,center,ifdfd,4,45,100.0,68.6667,71.3261,59.9258,0.3114
image+segmentation,center,ifdfd,5,46,100.0,62.7143,66.0799,52.1618,0.4473
image+segmentation,standardize,kmeans,1,42,,59.7619,57.9070,47.0588,0.0667
image+segmentation,standardize,kmeans,2,43,,54.7619,58.7839,46.2812,0.0664
image+segmentation,standardize,kmeans,3,44,,59.8095,65.4851,50.3821,0.0674
image+segmentation,standardize,kmeans,4,45,,54.6190,58.5181,46.1463,0.0703
image+segmentation,standardize,kmeans,5,46,,53.3333,61.6378,45.2989,0.0659
image+segmentation,standardize,diskmeans,1,42,100.0,69.3333,63.9703,55.3275,0.1514
image+segmentation,standardize,diskmeans,2,43,100.0,59.9048,57.7664,45.1515,0.3660
image+segmentation,standardize,diskmeans,3,44,100.0,62.7143,60.5659,49.2048,0.2676
image+segmentation,standardize,diskmeans,4,45,100.0,62.0000,59.1591,47.7700,0.1943
image+segmentation,standardize,diskmeans,5,46,100.0,74.9524,71.1933,64.0713,0.2162
image+segmentation,standardize,fdkm,1,42,100.0,75.1429,71.5843,64.4397,0.1791
image+segmentation,standardize,fdkm,2,43,100.0,66.5714,67.9329,53.5251,0.2421
image+segmentation,standardize,fdkm,3,44,100.0,62.7143,60.8765,49.2926,0.1260
image+segmentation,standardize,fdkm,4,45,100.0,61.4762,59.7220,47.6280,0.1568
image+segmentation,standardize,fdkm,5,46,100.0,62.7143,60.8765,49.2926,0.1768
image+segmentation,standardize,ifdkm,1,42,100.0,69.1905,63.8310,55.1586,0.2077
image+segmentation,standardize,ifdkm,2,43,100.0,59.9048,57.7664,45.1515,0.3861
image+segmentation,standardize,ifdkm,3,44,100.0,62.7143,60.8000,49.2683,0.3885
image+segmentation,standardize,ifdkm,4,45,100.0,49.0952,49.3955,36.8776,0.1953
image+segmentation,standardize,ifdkm,5,46,100.0,62.7143,60.8000,49.2683,0.3960
image+segmentation,standardize,ifdfd,1,42,100.0,69.2381,63.9406,55.2351,0.2946
image+segmentation,standardize,ifdfd,2,43,100.0,59.9524,57.9209,45.2646,0.4704
image+segmentation,standardize,ifdfd,3,44,100.0,62.7143,60.8765,49.2926,0.4430
image+segmentation,standardize,ifdfd,4,45,100.0,49.1429,49.2963,36.8885,0.2784
image+segmentation,standardize,ifdfd,5,46,100.0,62.7143,60.8765,49.2926,0.4346
image+segmentation,pca_whiten,kmeans,1,42,,64.0952,67.8889,54.6042,0.0664
image+segmentation,pca_whiten,kmeans,2,43,,50.2857,53.4761,35.0914,0.0710
image+segmentation,pca_whiten,kmeans,3,44,,62.7143,64.2286,49.8244,0.0679
image+segmentation,pca_whiten,kmeans,4,45,,63.4286,68.6431,56.6093,0.0677
image+segmentation,pca_whiten,kmeans,5,46,,71.0000,70.6270,60.2066,0.0676
image+segmentation,pca_whiten,diskmeans,1,42,10000.0,65.4286,60.2796,48.7021,0.2448
image+segmentation,pca_whiten,diskmeans,2,43,10000.0,64.5714,65.2483,51.6174,0.4301
image+segmentation,pca_whiten,diskmeans,3,44,10000.0,56.4762,52.9498,38.3852,0.4093
image+segmentation,pca_whiten,diskmeans,4,45,10000.0,60.0952,65.4746,50.4791,0.2601
image+segmentation,pca_whiten,diskmeans,5,46,10000.0,55.1429,56.6067,41.3528,0.2435
image+segmentation,pca_whiten,fdkm,1,42,1e-08,60.4762,60.9196,45.2469,0.3715
image+segmentation,pca_whiten,fdkm,2,43,1e-08,54.9048,52.1124,37.4418,0.2391
image+segmentation,pca_whiten,fdkm,3,44,1e-08,62.2857,66.1927,53.1930,0.2065
image+segmentation,pca_whiten,fdkm,4,45,1e-08,63.8095,58.3382,45.6145,0.2685
image+segmentation,pca_whiten,fdkm,5,46,1e-08,70.1429,61.8649,53.2266,0.1921
image+segmentation,pca_whiten,ifdkm,1,42,1e-08,67.9524,62.1740,52.3699,0.1970
image+segmentation,pca_whiten,ifdkm,2,43,1e-08,69.8571,63.4223,53.9411,0.3467
image+segmentation,pca_whiten,ifdkm,3,44,1e-08,56.9048,51.8628,38.7822,0.3830
image+segmentation,pca_whiten,ifdkm,4,45,1e-08,54.4286,55.4807,38.9063,0.7407
image+segmentation,pca_whiten,ifdkm,5,46,1e-08,56.9048,52.0130,41.1632,0.2064
image+segmentation,pca_whiten,ifdfd,1,42,1e-08,67.7619,62.2137,52.2460,0.3224
image+segmentation,pca_whiten,ifdfd,2,43,1e-08,69.8095,63.7742,53.9863,0.5030
image+segmentation,pca_whiten,ifdfd,3,44,1e-08,57.0000,52.0645,38.9286,0.5179
image+segmentation,pca_whiten,ifdfd,4,45,1e-08,55.2857,56.3345,39.4405,1.0281
image+segmentation,pca_whiten,ifdfd,5,46,1e-08,54.8095,48.5882,36.5948,0.4979
image+segmentation,l2_sample,kmeans,1,42,,46.6667,37.8787,28.2395,0.0710
image+segmentation,l2_sample,kmeans,2,43,,36.5238,34.7330,19.8326,0.0672
image+segmentation,l2_sample,kmeans,3,44,,46.6667,37.8787,28.2395,0.0703
image+segmentation,l2_sample,kmeans,4,45,,43.9048,35.2281,25.4387,0.0694
image+segmentation,l2_sample,kmeans,5,46,,46.6667,37.8787,28.2395,0.0751
image+segmentation,l2_sample,diskmeans,1,42,1e-06,68.4762,63.8044,52.8393,0.2524
image+segmentation,l2_sample,diskmeans,2,43,1e-06,62.6667,60.1206,46.0011,0.2800
image+segmentation,l2_sample,diskmeans,3,44,1e-06,74.5238,66.5579,58.0661,0.2559
image+segmentation,l2_sample,diskmeans,4,45,1e-06,62.9048,58.9385,47.7064,0.2522
image+segmentation,l2_sample,diskmeans,5,46,1e-06,67.4762,63.6701,51.6427,0.2969
image+segmentation,l2_sample,fdkm,1,42,0.01,69.5714,63.7607,51.5075,0.1590
image+segmentation,l2_sample,fdkm,2,43,0.01,70.6667,64.9616,52.5403,0.2243
image+segmentation,l2_sample,fdkm,3,44,0.01,60.6667,61.9602,47.9062,0.2413
image+segmentation,l2_sample,fdkm,4,45,0.01,71.0476,62.1218,51.5879,0.2585
image+segmentation,l2_sample,fdkm,5,46,0.01,67.8571,60.8728,48.5026,0.2731
image+segmentation,l2_sample,ifdkm,1,42,0.01,68.5238,67.7152,56.6279,0.2890
image+segmentation,l2_sample,ifdkm,2,43,0.01,69.3810,63.4950,51.2987,0.5463
image+segmentation,l2_sample,ifdkm,3,44,0.01,70.0476,63.5530,50.9401,0.3331
image+segmentation,l2_sample,ifdkm,4,45,0.01,64.7619,62.5304,48.6428,0.2660
image+segmentation,l2_sample,ifdkm,5,46,0.01,63.7143,62.7665,48.4225,0.2999
image+segmentation,l2_sample,ifdfd,1,42,0.01,69.1429,65.1248,52.7156,0.6441
image+segmentation,l2_sample,ifdfd,2,43,0.01,69.4762,63.7437,51.4665,0.6117
image+segmentation,l2_sample,ifdfd,3,44,0.01,69.9524,63.4830,50.8337,0.3522
image+segmentation,l2_sample,ifdfd,4,45,0.01,64.7619,62.6019,48.7065,0.3151
image+segmentation,l2_sample,ifdfd,5,46,0.01,63.6190,62.9976,48.6169,0.4022
image+segmentation,center_l2,kmeans,1,42,,50.4762,51.6563,37.3229,0.0691
image+segmentation,center_l2,kmeans,2,43,,50.4762,51.6563,37.3229,0.0707
image+segmentation,center_l2,kmeans,3,44,,54.9524,53.7781,40.1946,0.0670
image+segmentation,center_l2,kmeans,4,45,,50.3810,51.6247,37.3029,0.0690
image+segmentation,center_l2,kmeans,5,46,,48.9524,50.9578,33.8518,0.0676
image+segmentation,center_l2,diskmeans,1,42,0.0001,62.2381,63.0247,49.6147,0.2224
image+segmentation,center_l2,diskmeans,2,43,0.0001,64.0476,67.9256,56.2987,0.2806
image+segmentation,center_l2,diskmeans,3,44,0.0001,74.6190,67.5832,61.2154,0.3198
image+segmentation,center_l2,diskmeans,4,45,0.0001,66.2857,60.6009,50.5199,0.3002
image+segmentation,center_l2,diskmeans,5,46,0.0001,76.0952,71.2567,64.4877,0.2493
image+segmentation,center_l2,fdkm,1,42,0.0001,76.9048,72.8737,65.8849,0.4269
image+segmentation,center_l2,fdkm,2,43,0.0001,76.2381,72.1447,64.6404,0.1611
image+segmentation,center_l2,fdkm,3,44,0.0001,76.9048,72.8737,65.8849,0.2482
image+segmentation,center_l2,fdkm,4,45,0.0001,69.1905,67.8487,58.5399,0.1667
image+segmentation,center_l2,fdkm,5,46,0.0001,76.9524,72.6830,65.7984,0.2443
image+segmentation,center_l2,ifdkm,1,42,0.0001,76.2381,72.1706,64.7114,0.3699
image+segmentation,center_l2,ifdkm,2,43,0.0001,57.8095,58.8489,45.1384,0.3308
image+segmentation,center_l2,ifdkm,3,44,0.0001,63.8095,61.1753,48.7253,0.3971
image+segmentation,center_l2,ifdkm,4,45,0.0001,61.0476,57.6136,47.8921,0.4619
image+segmentation,center_l2,ifdkm,5,46,0.0001,63.9524,68.5754,56.6508,0.4523
image+segmentation,center_l2,ifdfd,1,42,0.0001,76.2857,72.1827,64.7434,0.4280
image+segmentation,center_l2,ifdfd,2,43,0.0001,58.0476,59.4811,45.7134,0.4367
image+segmentation,center_l2,ifdfd,3,44,0.0001,76.0000,68.6797,61.3088,0.6586
image+segmentation,center_l2,ifdfd,4,45,0.0001,61.3333,57.8035,48.1715,0.5800
image+segmentation,center_l2,ifdfd,5,46,0.0001,63.8571,68.6481,56.6750,0.5655
image+segmentation,frobenius,kmeans,1,42,,46.8571,50.8298,31.4251,0.0684
image+segmentation,frobenius,kmeans,2,43,,51.3810,52.1577,36.8053,0.0665
image+segmentation,frobenius,kmeans,3,44,,44.1429,39.8766,26.0293,0.0666
image+segmentation,frobenius,kmeans,4,45,,50.0952,45.1559,32.2899,0.0669
image+segmentation,frobenius,kmeans,5,46,,52.9524,49.6919,32.4769,0.0693
image+segmentation,frobenius,diskmeans,1,42,1e-08,74.0476,67.9157,58.6967,0.1994
image+segmentation,frobenius,diskmeans,2,43,1e-08,68.7143,66.6054,53.4341,0.2285
image+segmentation,frobenius,diskmeans,3,44,1e-08,60.0476,60.6796,45.9710,0.2425
image+segmentation,frobenius,diskmeans,4,45,1e-08,68.9524,63.1225,52.3198,0.2356
image+segmentation,frobenius,diskmeans,5,46,1e-08,75.5714,71.3397,63.0686,0.2466
image+segmentation,frobenius,fdkm,1,42,1e-08,70.6667,68.6954,57.1214,0.3486
image+segmentation,frobenius,fdkm,2,43,1e-08,78.1905,75.2226,67.3295,0.2860
image+segmentation,frobenius,fdkm,3,44,1e-08,62.9048,68.0011,54.8480,0.1548
image+segmentation,frobenius,fdkm,4,45,1e-08,69.5714,65.2457,54.8732,0.3655
image+segmentation,frobenius,fdkm,5,46,1e-08,75.3333,70.9195,62.5864,0.2191
image+segmentation,frobenius,ifdkm,1,42,1e-08,72.8095,66.8749,57.4299,0.3885
image+segmentation,frobenius,ifdkm,2,43,1e-08,75.4762,70.7991,62.5530,0.6946
image+segmentation,frobenius,ifdkm,3,44,1e-08,69.5714,66.9701,55.4876,0.3266
image+segmentation,frobenius,ifdkm,4,45,1e-08,68.9048,63.3152,52.3041,0.3603
image+segmentation,frobenius,ifdkm,5,46,1e-08,75.6667,71.6574,63.3644,0.2199
image+segmentation,frobenius,ifdfd,1,42,0.0001,59.7619,59.8574,44.1965,0.4823
image+segmentation,frobenius,ifdfd,2,43,0.0001,72.7619,66.9347,57.8505,0.4514
image+segmentation,frobenius,ifdfd,3,44,0.0001,74.6667,67.7111,58.7868,0.5816
image+segmentation,frobenius,ifdfd,4,45,0.0001,72.5714,67.2361,57.2950,0.4347
image+segmentation,frobenius,ifdfd,5,46,0.0001,60.2857,60.2099,44.9864,0.4083
image+segmentation,robust,kmeans,1,42,,15.7143,3.0296,0.0624,0.0701
image+segmentation,robust,kmeans,2,43,,15.7143,3.0015,0.0627,0.0661
image+segmentation,robust,kmeans,3,44,,15.7143,3.0581,0.0675,0.0661
image+segmentation,robust,kmeans,4,45,,15.7619,3.0028,0.0632,0.0667
image+segmentation,robust,kmeans,5,46,,29.9048,30.8480,10.2274,0.0661
image+segmentation,robust,diskmeans,1,42,1.0,72.6190,67.4151,57.6818,0.3538
image+segmentation,robust,diskmeans,2,43,1.0,73.4286,68.0623,58.3688,0.2072
image+segmentation,robust,diskmeans,3,44,1.0,74.2857,69.5311,60.6316,0.1881
image+segmentation,robust,diskmeans,4,45,1.0,71.2381,65.8813,55.8742,0.2934
image+segmentation,robust,diskmeans,5,46,1.0,75.6667,71.9400,63.6325,0.2156
image+segmentation,robust,fdkm,1,42,1.0,75.2857,69.8393,61.4548,0.3093
image+segmentation,robust,fdkm,2,43,1.0,78.3810,75.5399,67.8090,0.2619
image+segmentation,robust,fdkm,3,44,1.0,75.5238,71.3514,63.1854,0.1566
image+segmentation,robust,fdkm,4,45,1.0,75.5238,71.3514,63.1854,0.2071
image+segmentation,robust,fdkm,5,46,1.0,74.5714,70.6195,62.2025,0.1418
image+segmentation,robust,ifdkm,1,42,1.0,75.0952,69.5119,60.4033,0.3875
image+segmentation,robust,ifdkm,2,43,1.0,77.0000,70.9448,62.7483,0.4684
image+segmentation,robust,ifdkm,3,44,1.0,63.7619,61.5519,49.4211,0.4266
image+segmentation,robust,ifdkm,4,45,1.0,71.2381,65.8824,55.8866,0.2635
image+segmentation,robust,ifdkm,5,46,1.0,75.7143,71.9668,63.6796,0.2216
image+segmentation,robust,ifdfd,1,42,1.0,75.2381,69.5900,60.5474,0.4366
image+segmentation,robust,ifdfd,2,43,1.0,74.6667,70.8932,62.2549,0.4808
image+segmentation,robust,ifdfd,3,44,1.0,75.5238,71.3514,63.1854,0.7267
image+segmentation,robust,ifdfd,4,45,1.0,71.1905,65.8554,55.8489,0.3316
image+segmentation,robust,ifdfd,5,46,1.0,75.5238,71.3514,63.1854,0.3466
image+segmentation,minmax,kmeans,1,42,,66.8095,61.0819,50.2959,0.0686
image+segmentation,minmax,kmeans,2,43,,60.2381,62.1109,48.1987,0.0797
image+segmentation,minmax,kmeans,3,44,,53.4762,62.2820,41.8517,0.0661
image+segmentation,minmax,kmeans,4,45,,66.8095,61.0819,50.2959,0.0658
image+segmentation,minmax,kmeans,5,46,,66.8095,61.0893,50.3046,0.0671
image+segmentation,minmax,diskmeans,1,42,1.0,69.6667,65.0498,55.9438,0.1507
image+segmentation,minmax,diskmeans,2,43,1.0,75.3333,72.0021,64.7265,0.2715
image+segmentation,minmax,diskmeans,3,44,1.0,70.1429,65.0145,56.0846,0.1611
image+segmentation,minmax,diskmeans,4,45,1.0,61.9524,58.7805,47.5745,0.2427
image+segmentation,minmax,diskmeans,5,46,1.0,75.3333,71.7168,64.5480,0.1391
image+segmentation,minmax,fdkm,1,42,100.0,73.5714,69.1699,60.1482,0.1754
image+segmentation,minmax,fdkm,2,43,100.0,68.7619,66.5022,54.4224,0.1573
image+segmentation,minmax,fdkm,3,44,100.0,71.1905,64.5714,56.5640,0.2058
image+segmentation,minmax,fdkm,4,45,100.0,71.0952,67.4953,56.5616,0.1600
image+segmentation,minmax,fdkm,5,46,100.0,71.2857,66.8168,57.9183,0.1762
image+segmentation,minmax,ifdkm,1,42,1.0,69.5714,64.7444,55.6616,0.2170
image+segmentation,minmax,ifdkm,2,43,1.0,75.4286,68.3222,60.3684,0.3878
image+segmentation,minmax,ifdkm,3,44,1.0,70.0000,64.8952,55.9989,0.2819
image+segmentation,minmax,ifdkm,4,45,1.0,72.0000,66.9656,56.9021,0.3604
image+segmentation,minmax,ifdkm,5,46,1.0,75.2857,71.5011,64.3816,0.1668
image+segmentation,minmax,ifdfd,1,42,1.0,69.5714,64.7410,55.6626,0.2660
image+segmentation,minmax,ifdfd,2,43,1.0,75.6190,68.6333,60.6826,0.4363
image+segmentation,minmax,ifdfd,3,44,1.0,69.9524,64.7737,55.8967,0.3964
image+segmentation,minmax,ifdfd,4,45,1.0,71.7619,67.4164,56.9952,0.5199
image+segmentation,minmax,ifdfd,5,46,1.0,75.3810,71.9008,64.7453,0.2610
image+segmentation,row_center,kmeans,1,42,,43.6667,38.1444,26.4332,0.0670
image+segmentation,row_center,kmeans,2,43,,51.0476,50.9150,36.2494,0.0702
image+segmentation,row_center,kmeans,3,44,,43.6190,38.5374,26.6445,0.0684
image+segmentation,row_center,kmeans,4,45,,42.9048,41.5682,24.1970,0.0671
image+segmentation,row_center,kmeans,5,46,,47.8571,45.2349,27.5719,0.0680
image+segmentation,row_center,diskmeans,1,42,1.0,73.8571,67.9523,58.4181,0.1142
image+segmentation,row_center,diskmeans,2,43,1.0,68.6667,66.5146,53.3713,0.2345
image+segmentation,row_center,diskmeans,3,44,1.0,75.5714,71.3684,63.0865,0.2496
image+segmentation,row_center,diskmeans,4,45,1.0,65.7619,63.6250,50.6603,0.2146
image+segmentation,row_center,diskmeans,5,46,1.0,75.4286,71.0315,62.7916,0.1781
image+segmentation,row_center,fdkm,1,42,10000.0,60.3333,59.8404,44.8231,0.2339
image+segmentation,row_center,fdkm,2,43,10000.0,60.3810,59.4771,44.6472,0.4865
image+segmentation,row_center,fdkm,3,44,10000.0,60.3810,60.2550,45.1227,0.2558
image+segmentation,row_center,fdkm,4,45,10000.0,74.8571,68.0317,59.1906,0.1956
image+segmentation,row_center,fdkm,5,46,10000.0,71.7619,66.1197,56.3903,0.1258
image+segmentation,row_center,ifdkm,1,42,1.0,74.0476,67.6209,58.4731,0.3362
image+segmentation,row_center,ifdkm,2,43,1.0,75.5238,70.6759,62.5623,0.7454
image+segmentation,row_center,ifdkm,3,44,1.0,71.9048,71.2740,60.7630,0.2631
image+segmentation,row_center,ifdkm,4,45,1.0,65.4762,62.4011,49.3729,0.2143
image+segmentation,row_center,ifdkm,5,46,1.0,75.4286,70.9917,62.7939,0.2493
image+segmentation,row_center,ifdfd,1,42,1.0,74.0952,67.6847,58.5482,0.4678
image+segmentation,row_center,ifdfd,2,43,1.0,75.3333,70.8071,62.5505,0.9475
image+segmentation,row_center,ifdfd,3,44,1.0,71.6667,71.1157,60.3706,0.3456
image+segmentation,row_center,ifdfd,4,45,1.0,76.3333,72.2458,63.9658,0.7353
image+segmentation,row_center,ifdfd,5,46,1.0,75.3333,70.8071,62.5505,0.3544
image+segmentation,double_center,kmeans,1,42,,43.6667,38.1444,26.4332,0.0673
image+segmentation,double_center,kmeans,2,43,,51.0476,50.9150,36.2494,0.0674
image+segmentation,double_center,kmeans,3,44,,43.6190,38.5374,26.6445,0.0682
image+segmentation,double_center,kmeans,4,45,,42.9048,41.5682,24.1970,0.0794
image+segmentation,double_center,kmeans,5,46,,47.8571,45.2349,27.5719,0.0710
image+segmentation,double_center,diskmeans,1,42,1.0,73.8571,67.8239,58.3872,0.2159
image+segmentation,double_center,diskmeans,2,43,1.0,68.6667,66.5146,53.3713,0.2649
image+segmentation,double_center,diskmeans,3,44,1.0,61.0952,60.7294,45.8753,0.2972
image+segmentation,double_center,diskmeans,4,45,1.0,65.7619,63.6836,50.7611,0.2401
image+segmentation,double_center,diskmeans,5,46,1.0,75.4286,71.0315,62.7916,0.1876
image+segmentation,double_center,fdkm,1,42,1.0,70.2857,68.3355,56.4996,0.2908
image+segmentation,double_center,fdkm,2,43,1.0,78.1905,75.2264,67.3384,0.2453
image+segmentation,double_center,fdkm,3,44,1.0,62.9048,68.0011,54.8480,0.1459
image+segmentation,double_center,fdkm,4,45,1.0,75.5714,71.2382,63.1555,0.2336
image+segmentation,double_center,fdkm,5,46,1.0,71.9048,72.9672,61.6312,0.2445
image+segmentation,double_center,ifdkm,1,42,1.0,72.6190,66.8682,57.2650,0.2129
image+segmentation,double_center,ifdkm,2,43,1.0,75.5238,70.6759,62.5623,0.4272
image+segmentation,double_center,ifdkm,3,44,1.0,62.6190,63.5524,49.5388,0.4253
image+segmentation,double_center,ifdkm,4,45,1.0,65.6190,62.5108,49.4331,0.1945
image+segmentation,double_center,ifdkm,5,46,1.0,75.4762,71.4759,63.0341,0.2485
image+segmentation,double_center,ifdfd,1,42,1.0,72.1429,66.7378,56.5421,0.3165
image+segmentation,double_center,ifdfd,2,43,1.0,75.3810,70.8283,62.5902,0.6290
image+segmentation,double_center,ifdfd,3,44,1.0,62.8095,63.8252,49.7707,0.4935
image+segmentation,double_center,ifdfd,4,45,1.0,65.6667,62.5734,49.4916,0.2715
image+segmentation,double_center,ifdfd,5,46,1.0,75.3810,71.2477,62.8605,0.3058
image+segmentation,False,kmeans,1,42,,46.8571,50.8298,31.4251,0.0689
image+segmentation,False,kmeans,2,43,,51.3810,52.1577,36.8053,0.0686
image+segmentation,False,kmeans,3,44,,44.1429,39.8766,26.0293,0.0692
image+segmentation,False,kmeans,4,45,,50.0952,45.1559,32.2899,0.0672
